area,cement_kg,steel_kg,labor_hours,location_index,total_cost
1952,312,44290,554,1,1862575
1209,315,49636,455,2,1219104
2245,315,49023,786,2,2164051
2117,353,43365,714,0,1838819
2069,304,49344,437,1,1917619
2379,351,45201,740,2,2261714
885,324,46752,630,0,825974
2665,337,47202,851,0,2327805
2269,337,43383,741,0,1945139
1177,349,44135,852,0,1132749
2480,337,49699,656,0,2130532
1874,338,46837,833,1,1931845
1041,355,48091,608,0,953834
1719,355,45032,600,0,1512984
2386,347,45709,536,0,2048828
2071,340,48614,964,0,1885119
869,325,43521,793,0,926560
2904,358,49674,995,0,2641130
2205,312,49521,435,0,1831499
2886,343,48559,614,2,2675538
2807,350,49218,426,2,2545001
1600,325,43623,417,0,1400529
1841,354,42681,536,1,1757486
1624,354,45134,978,0,1598396
1555,300,47208,429,1,1493252
2795,307,47820,472,1,2466297
2639,303,45261,522,1,2386593
2121,320,46994,627,1,1900829
2409,321,46696,737,1,2159030
909,350,45419,672,2,1092064
1816,352,43867,836,0,1700175
2761,357,45609,438,2,2504029
2569,336,43199,825,2,2431799
824,348,49531,714,0,725233
1642,302,44823,908,2,1834197
1537,318,44948,556,0,1349698
2904,300,45978,656,0,2336937
979,328,45625,855,0,983518
1031,322,46578,446,0,958401
2717,332,48106,731,1,2429711
1142,354,47238,409,1,1072314
1276,351,42168,543,2,1396057
2622,340,49787,830,0,2324736
1254,322,44021,551,0,1160204
2055,304,44194,886,0,1802607
1088,306,49855,535,0,967247
2036,356,49604,986,1,1931237
1329,357,42438,425,1,1249570
1395,305,49031,406,1,1348621
1234,348,45260,990,2,1387384
1681,321,46255,414,0,1400777
2581,348,46909,831,1,2374250
1201,312,44449,799,1,1359475
2935,311,46681,606,0,2450076
2365,303,42863,615,1,2098958
1108,307,47137,901,0,1080545
1142,336,42139,858,0,1144029
1235,330,47234,658,1,1269109
976,336,46423,728,2,1141932
938,344,42224,853,0,920617
993,325,42557,774,2,1274669
1984,342,48582,863,1,1938955
1742,307,43573,474,0,1594868
1324,339,47837,641,0,1244277
2424,332,42385,416,1,2138565
1540,344,42520,658,2,1604989
1661,328,47372,522,1,1644669
1753,304,48763,710,1,1690169
2102,327,45972,510,1,1818631
2074,352,47217,655,2,2082638
2543,339,44834,633,0,2257276
2987,316,45142,896,0,2650978
1591,354,48694,439,1,1416034
1345,322,43833,521,1,1320027
2644,344,46542,849,2,2558123
1816,308,45161,918,1,1757113
2727,301,45501,491,2,2518449
2353,331,47338,760,2,2283681
856,350,46202,522,2,970000
2959,351,43499,736,1,2659800
804,348,44963,912,0,798214
2237,330,43477,827,2,2170712
2162,306,42903,832,0,1886764
2620,329,43631,406,2,2441782
2082,357,45986,519,1,1925289
2937,302,48687,786,2,2755137
2073,350,47245,749,2,2044520
1931,350,43170,497,0,1687813
1467,355,44327,442,1,1484623
2081,308,46119,582,2,2067428
1796,309,47047,964,1,1701675
2726,345,43744,634,0,2302517
1081,349,44039,845,1,1145222
2027,357,42119,599,1,1851344
2863,346,45857,912,0,2453336
1735,325,43675,925,2,1822952
1053,300,43320,612,2,1181078
2011,329,46950,777,1,1896221
1128,356,43015,945,2,1228034
2220,337,49087,885,0,1896116
2340,314,49249,760,1,2117565
1992,324,46543,567,1,1858251
2516,305,48031,993,2,2455354
2001,317,43743,803,2,2031999
1454,300,47091,536,2,1455071
2185,355,43942,632,1,2030828
1559,302,45541,514,2,1646165
2598,316,43446,651,1,2375074
1863,347,45616,892,2,1826093
1215,307,49191,688,1,1285261
1054,359,47180,448,1,1071782
1966,348,45894,851,1,1887696
2676,339,43724,915,2,2669901
1699,316,48227,671,2,1726352
2858,324,44272,830,0,2504587
825,340,46062,425,1,871295
1220,311,49847,469,2,1278171
2044,328,46281,692,0,1812857
2676,324,48518,805,0,2300995
2060,350,42071,633,2,2003582
1808,335,46169,630,1,1678682
1018,352,48016,662,0,865283
2310,353,47460,985,0,2042809
2759,324,44200,520,1,2479597
1462,328,44143,862,2,1588801
1789,310,49732,917,1,1723360
988,359,48588,423,1,1002737
1054,303,45757,776,2,1177852
867,313,45181,899,0,858677
1415,345,43481,836,1,1421132
1673,337,44875,898,0,1528549
2425,316,49218,573,0,2037643
1156,301,48520,999,0,1141167
1055,307,46860,908,2,1190002
1807,335,46079,709,0,1687468
2555,309,43096,469,1,2302339
1083,306,46307,604,1,998549
898,335,49599,740,1,1030039
996,315,42723,431,2,1084379
1677,313,49930,442,1,1523308
2668,315,45239,517,2,2495724
2188,324,48918,414,0,1847138
1369,340,44378,721,0,1241480
1865,303,47861,736,2,1792704
1221,328,46846,931,2,1429863
2004,355,49954,990,2,2075771
1344,305,47613,780,0,1259276
870,300,45214,910,2,1039228
2023,338,49749,519,0,1759204
1567,300,47564,425,0,1390409
2506,350,44871,933,1,2312059
1454,339,46489,463,0,1321477
2596,356,46607,859,2,2479538
1020,302,46781,713,2,1193582
981,300,45919,989,2,1276215
1106,300,48764,615,0,1003084
2219,338,47834,855,0,1889479
1813,320,43720,939,1,1750120
2851,344,47922,978,1,2570204
1647,329,45399,872,2,1641895
1603,331,48747,758,0,1486518
1014,332,47378,525,2,1137579
2243,347,43857,486,2,2022276
900,321,49604,742,2,1166719
1372,329,44765,794,1,1340931
2132,353,49731,883,2,2074028
1457,345,44396,855,1,1505368
2333,303,45764,875,0,2082536
2456,322,46021,609,2,2361895
1025,354,45886,924,1,1018088
904,343,44562,975,0,925504
2797,324,49616,706,1,2506655
1571,311,44446,475,2,1636871
1228,316,45667,421,0,1044733
1233,352,44261,459,0,1083194
2030,314,45617,785,0,1808301
1665,309,48705,455,1,1581390
1050,334,43312,567,1,1018967
1655,354,43864,811,1,1648868
1993,351,49426,590,0,1705388
1360,351,44305,881,2,1504947
2269,328,47507,966,2,2219900
1718,311,43807,815,0,1571078
1973,300,44741,739,2,1956278
1232,300,47664,658,0,1200816
2906,309,45336,749,2,2682801
1768,317,49480,836,2,1787279
1635,346,47159,621,2,1707635
1697,301,42997,812,1,1709364
1271,348,48963,749,1,1269082
1046,307,48353,881,0,1067802
1790,321,44319,458,1,1601387
1726,321,45207,551,0,1546479
1991,325,42598,939,1,1947115
1874,325,43083,624,2,1830798
2634,308,45581,717,1,2426100
1488,320,49843,962,1,1490648
2284,330,49682,678,1,2085469
1759,351,45086,957,0,1640215
1277,342,49781,873,0,1170273
1506,305,49166,423,2,1441622
1937,355,44302,918,2,1969369
1553,313,44784,767,2,1578831
2459,332,42721,734,1,2173836
1387,306,48678,832,2,1534617
2134,323,49402,402,0,1884532
2292,308,43154,657,2,2227578
2647,310,49837,662,2,2411254
1006,355,47804,520,2,1140243
2998,322,49167,420,2,2687943
964,347,42016,539,2,1057910
2798,350,49025,876,0,2440258
2884,301,49097,688,1,2561383
1132,314,48969,605,2,1235562
1202,334,42991,442,1,1220404
1213,335,46973,517,2,1360240
844,351,44232,404,1,861809
861,353,45462,606,0,823226
1667,327,43446,744,1,1590717
2291,338,43465,541,2,2187993
818,343,45767,771,1,946898
1164,303,47774,631,1,1141848
1940,309,45627,563,2,1878174
1379,305,45083,946,1,1337311
1345,356,43543,763,2,1372181
2529,329,42079,734,0,2131617
854,353,48952,410,2,975174
1577,345,49841,807,0,1475794
841,334,48445,474,1,850020
2120,348,45287,699,2,2051423
1030,342,43271,780,1,1112362
1252,309,43564,985,0,1295205
2345,357,47391,427,0,1986781
2181,352,48276,862,1,2044649
2267,331,47124,795,2,2163596
1951,341,48899,775,2,2029574
2016,341,47661,820,2,2036844
1680,302,48772,763,2,1661021
884,355,43713,615,0,927223
1853,325,43009,500,2,1838790
848,314,42772,492,1,908475
1968,316,49914,974,0,1823007
868,326,48284,665,1,1005319
2501,317,42482,605,1,2204247
2398,350,49472,479,1,2117165
2994,318,44392,436,0,2500817
2669,311,47681,410,2,2375517
1815,323,49437,489,1,1707362
1245,304,45179,418,1,1185545
2201,323,43581,963,2,2154624
2942,326,44521,773,2,2696803
1061,347,43105,493,2,1167357
2648,329,45709,431,2,2433409
1696,314,47203,539,1,1634822
1894,346,45361,969,0,1782043
2356,358,49238,420,2,2134940
891,337,46270,548,2,1066904
926,343,47947,620,1,1048239
879,333,42841,618,2,1036603
2647,326,45534,940,1,2417955
1782,319,43872,958,1,1717698
1715,340,49562,457,1,1612267
1493,331,49009,824,1,1495017
824,303,49258,674,2,1063058
955,304,48612,539,0,886301
2612,352,47982,422,2,2459398
2353,357,45505,777,0,2090075
2766,307,45320,772,2,2645898
2533,321,48787,462,1,2209936
1880,341,44728,963,2,1996505
2428,306,42954,741,1,2182421
818,321,43595,566,2,962577
2207,345,48992,550,1,1978066
2016,329,44288,922,0,1793063
2210,336,48845,983,1,2180962
1076,315,49663,900,2,1287607
1544,314,46435,959,1,1572137
1351,304,48936,747,0,1155717
1976,302,42743,671,0,1798648
1438,322,43494,829,2,1484726
1036,309,48606,632,1,1073692
1797,304,48944,959,2,1814284
2902,322,45346,607,1,2575617
2803,314,47944,852,0,2509997
2259,317,46110,900,2,2159589
2956,324,49208,988,0,2547573
2007,307,43988,618,1,1855927
2191,330,42207,480,0,1948020
2806,320,43083,948,1,2533477
2021,301,44412,940,2,1988479
2194,321,45311,650,1,2013976
1172,307,48751,814,1,1220999
2320,322,49957,485,2,2122846
1648,331,46010,616,2,1642484
2145,307,48303,595,0,1756782
1303,303,42396,696,1,1299468
1502,329,43957,443,1,1348748
2889,318,46889,792,0,2613636
1114,322,48643,842,1,1208306
1840,317,42208,489,1,1702559
1082,352,47252,554,2,1225072
1057,328,49548,877,2,1217786
1374,322,42432,458,2,1404034
1373,332,44656,509,0,1246535
1842,351,47850,878,2,1822740
2352,346,44436,993,0,2136098
1222,317,49140,448,2,1393320
2289,353,46678,776,1,2034722
2196,343,46527,431,1,1991441
1557,332,47393,885,2,1603017
1904,306,46446,930,2,1963691
2374,350,42133,402,0,2018258
1228,327,49233,777,1,1353053
2821,300,42638,971,2,2755340
1003,355,43228,641,2,1080268
2792,338,45369,940,1,2581248
1106,333,46212,986,2,1340624
2487,338,46019,981,1,2366747
813,318,43290,994,2,1093049
2660,330,47913,756,1,2430317
2761,312,44196,596,0,2296389
1880,356,49361,818,2,1911434
1522,323,43703,672,2,1561691
1579,304,47943,901,2,1697575
2033,322,44226,434,0,1728996
1328,318,44195,860,2,1477079
1597,300,46560,652,2,1658462
1143,332,42975,911,1,1249246
2102,358,48712,447,2,1956581
1008,349,48121,584,2,1266400
1440,355,43028,890,1,1464746
2111,332,42525,672,0,1875639
2747,331,44327,926,0,2406732
1719,358,44546,527,1,1547542
2523,327,42835,609,0,2199977
2844,336,44483,541,0,2418066
1218,340,44863,572,2,1354727
2549,311,47335,846,2,2395438
2188,308,44734,518,2,2057258
1899,349,48971,410,0,1636939
2956,354,49112,703,2,2730424
2345,310,43538,553,0,1992145
1870,332,43910,722,2,1874833
2650,318,49304,936,0,2399520
1919,353,46049,844,1,1849146
1757,356,48755,741,1,1735126
902,341,44642,620,2,1058721
1969,333,43303,509,0,1700706
2703,306,42131,809,1,2455869
2555,330,42392,817,1,2305915
1478,351,46576,904,2,1597986
2768,301,45584,439,2,2600199
1788,318,44675,908,0,1719585
1905,337,48130,858,1,1886024
2407,331,44466,662,0,2094281
2302,309,43225,517,0,1928815
2589,340,48795,849,2,2585228
1985,307,44705,813,0,1744726
1731,325,42461,925,0,1666516
2225,329,43801,860,1,2091129
1861,310,45273,517,0,1560579
2778,340,45985,616,1,2393107
2842,319,42151,476,1,2558487
2078,359,44269,820,0,1820064
2002,319,46174,571,0,1673369
1393,308,47319,789,1,1378892
2221,307,43785,425,0,1881274
1827,359,48242,527,1,1708323
1759,314,48120,773,0,1598271
1973,333,49055,423,1,1747931
1615,323,48356,869,1,1586865
1203,332,49310,822,2,1434206
1692,340,48845,576,0,1438057
867,340,45460,937,1,1026093
887,344,43836,665,1,911485
2848,339,43397,969,0,2472907
1958,326,43075,669,0,1777428
2520,320,49110,728,0,2080842
2174,304,47743,854,2,2234878
2987,334,48278,694,0,2485261
2980,320,46506,521,2,2608379
2443,303,44008,558,0,2086520
977,348,43493,577,2,1097299
2181,347,43135,727,0,1880937
1707,315,43548,706,2,1758980
1385,356,42784,488,1,1281397
1789,330,49912,437,2,1768581
1931,325,47163,990,2,2005129
2969,351,43420,745,1,2577481
2864,334,48105,651,0,2494233
2019,305,47704,548,1,1883481
1117,332,48404,415,1,1175664
2302,320,46838,766,1,2115752
2834,315,48688,517,2,2549479
2842,346,44435,716,1,2601246
1302,338,49643,687,0,1203295
2822,333,45481,750,2,2719940
918,341,45651,696,2,1130682
1509,356,44063,593,1,1446711
844,359,44020,791,2,1011678
1113,314,46757,842,0,1073957
1217,305,47923,680,2,1376507
1901,301,44149,700,1,1704857
1125,323,49353,825,1,1165832
2239,355,42950,649,1,1962322
2786,348,49074,914,2,2581856
873,327,42024,805,1,949388
2402,300,49239,643,2,2256587
1308,300,47712,766,1,1337039
1487,327,49740,519,1,1449812
1456,335,42017,839,1,1522724
2342,319,45825,903,0,2154892
2092,347,42569,981,0,1950670
2199,307,47112,832,1,2026690
2352,300,43355,582,1,2129025
1875,325,43592,860,2,1864495
1124,350,49264,517,2,1237558
1791,342,49894,430,0,1532855
2793,348,42830,548,2,2508568
1516,324,47131,927,2,1691711
1076,309,45082,672,2,1300561
951,311,48028,784,2,1100048
1754,340,48306,501,0,1551268
2306,306,47402,471,0,1923297
1058,311,47848,807,2,1224172
1668,346,42871,746,2,1678604
1991,339,42834,766,0,1735875
1487,316,45312,948,1,1509039
1109,304,46952,690,2,1154327
2302,313,45116,821,1,2099815
1272,333,42969,580,2,1555325
1613,347,42592,513,0,1337554
1645,316,42254,637,2,1644410
1964,334,44114,493,1,1805316
1466,354,44965,659,0,1317816
2608,300,44661,506,2,2368871
2243,358,49117,643,2,2194212
2567,349,42602,822,0,2247179
2064,349,43065,734,2,1988584
1154,335,47907,422,0,1072004
2672,314,43839,670,2,2465316
2824,359,47905,539,0,2345995
979,318,44431,865,2,1205933
865,350,49756,853,0,819722
1619,341,47353,783,0,1561477
2171,304,42965,993,2,2230700
970,318,43737,776,0,978818
2190,342,42484,837,2,2111639
1930,338,49900,821,2,1876699
1634,304,49941,555,2,1509755
1026,351,46134,734,0,1070561
1241,311,42010,930,2,1350079
1527,318,46719,980,0,1455876
2404,346,46504,531,1,2161299
2931,311,48251,900,1,2561549
1836,335,44027,921,1,1743931
2632,311,47213,539,2,2377018
2648,317,49990,534,0,2285703
1292,348,48227,806,2,1458881
2348,350,48201,493,0,1987117
1943,347,45364,640,1,1762148
1769,342,45087,564,1,1659006
2887,333,45038,724,1,2630911
1439,347,49644,617,2,1422836
972,332,48981,630,2,1230731
2370,348,42604,981,0,2101670
1058,317,42968,985,0,1057605
1316,356,46260,578,1,1370958
1322,328,42436,479,2,1371254
2717,344,44774,753,2,2540621
2964,304,47775,560,0,2457504
2729,324,43809,826,0,2340126
1939,323,48546,802,2,1897297
1638,328,47505,431,2,1529466
1889,358,48073,520,0,1533894
1893,337,47257,914,2,1907195
2769,332,48859,784,2,2524433
2374,309,46909,824,1,2216773
2380,336,44769,875,2,2289239
1914,359,48674,959,2,1866032
1549,332,43829,566,2,1649620
1893,322,42292,788,0,1671009
1989,357,47594,732,1,1885964
2675,310,49166,922,0,2427023
2587,323,45951,870,1,2362653
2407,323,42461,923,1,2231295
848,306,45884,452,2,1060594
1875,349,49540,966,1,1800908
2112,320,45233,420,1,1947782
2449,319,48785,418,2,2259925
2980,352,44091,855,2,2785524
1989,309,45936,721,1,1863260
2197,324,47202,832,0,1926429
2628,346,44939,458,1,2289054
1278,335,48779,550,0,1121397
1631,347,48682,839,0,1430037
2414,346,49983,457,1,2122568
1481,314,49005,973,0,1386732
2123,343,48662,692,1,1979192
881,339,47530,581,0,838088
886,339,49508,477,0,879970
2863,349,46806,504,1,2564951
1621,305,47743,660,2,1716086
962,336,42088,622,2,1104891
2732,301,43663,883,1,2456065
2650,311,45301,528,1,2277306
2660,357,47137,718,2,2559584
1915,303,49968,908,2,1876023
2682,322,44720,419,0,2204916
1722,312,49007,634,0,1536187
2975,316,44937,996,0,2584050
2249,330,49448,953,2,2283610
2382,315,48029,749,1,2137575
1364,340,42421,852,0,1284295
1270,325,45749,985,1,1241188
1787,327,49939,908,2,1894152
2734,300,46971,822,0,2287507
1023,346,48845,589,2,1282770
1150,311,46433,524,1,1139123
2728,336,42265,405,0,2270057
1148,354,44850,857,1,1210402
981,355,43378,953,1,1043786
1436,349,48503,969,0,1397794
1817,319,49157,921,0,1638237
1571,301,43814,488,2,1558199
1815,335,44264,510,0,1639431
2911,314,46416,950,0,2453153
828,337,42849,796,0,832946
2944,321,46814,410,0,2452461
2693,343,45736,896,0,2362226
2265,349,42991,415,2,2088938
2026,331,45764,432,1,1812374
2868,358,49379,888,2,2787298
1925,319,43808,587,1,1802703
865,335,49096,970,0,868706
1934,332,45274,857,2,1972336
1137,314,42716,450,1,1121853
2970,349,47080,670,1,2669255
2528,345,48035,863,0,2206853
1246,302,42895,442,0,1064199
1080,328,43176,938,1,1088891
1395,346,45753,967,2,1588892
2786,326,49596,520,1,2488265
1874,304,43776,715,2,1879612
1009,358,48430,514,2,1165186
925,355,44804,853,1,1094665
1291,330,45392,919,2,1353484
1769,321,43459,736,1,1686962
1380,334,47711,639,1,1262732
2011,353,44543,785,0,1768203
1029,306,49771,544,1,1068772
988,305,47268,776,1,1047979
2857,325,46637,403,0,2475233
1301,353,46730,727,0,1193969
2932,300,45553,596,2,2645843
848,318,43349,788,2,1057834
1488,306,44986,660,0,1290402
1186,335,49196,493,0,1025246
1769,311,45330,656,0,1613306
1805,319,46793,535,1,1721142
2524,322,48048,924,1,2332758
2804,324,44122,897,1,2573727
2407,329,45628,577,0,2166432
2589,358,47700,511,2,2393151
1070,328,42497,663,2,1165905
922,330,45487,813,1,1048036
2080,317,42721,768,1,1979484
2244,340,47870,990,0,2061671
1058,318,43363,777,0,1079245
1747,353,42307,985,2,1866226
2894,303,44751,782,2,2717227
1662,300,42883,910,0,1562683
1324,340,49782,776,2,1456915
1687,358,43264,944,2,1681159
1007,314,46348,472,1,934410
948,353,47031,903,0,908689
1237,307,47339,751,0,1200873
2521,314,44444,724,0,2159861
1157,314,45033,787,1,1210013
2040,349,49503,639,0,1860364
2730,338,47848,473,2,2554468
1255,321,47833,430,1,1102185
2432,317,43052,878,1,2277864
1428,315,42493,413,0,1247806
1285,301,47054,715,2,1357964
999,335,44021,467,0,897376
1170,319,43747,937,2,1328046
1813,315,49669,690,0,1543534
2782,302,47273,423,2,2542254
2271,355,47087,814,2,2310887
1047,329,45302,435,2,1196377
1587,354,48245,500,1,1390812
2878,301,48970,945,0,2525913
2321,334,48320,438,0,1980493
2072,325,49860,610,0,1751091
1404,356,49127,991,1,1383568
2489,304,47022,571,2,2370186
2217,301,44279,841,1,2066524
2620,350,48155,458,1,2286051
1301,355,47305,809,2,1455207
1348,319,48904,933,0,1391706
2165,333,42931,764,1,2018641
1638,333,48409,766,2,1699658
2230,353,43925,743,2,2153564
2248,355,47254,695,0,1940264
1647,354,42756,740,2,1728531
1413,319,43054,922,2,1525425
1211,349,45930,664,2,1348639
1477,324,46551,923,0,1462085
958,319,46354,437,0,911623
2861,324,49271,530,2,2552243
1172,352,46526,781,2,1249442
1896,313,45453,624,0,1724459
1402,359,44516,542,0,1246792
1015,346,49680,830,0,1013309
2796,343,43964,788,1,2476353
2364,342,48069,453,0,2034509
2640,342,49374,423,2,2513031
2762,338,42646,794,0,2397144
1526,311,46542,518,2,1576997
2044,347,44830,985,2,2116306
1865,304,47208,584,2,1912727
1475,301,42194,591,0,1283505
1082,353,47533,886,0,1085885
1881,315,43145,783,0,1745221
2708,354,44509,745,0,2415255
1952,329,47235,872,0,1735989
1747,346,46291,402,1,1566421
1464,342,44083,449,0,1274759
2517,337,48210,903,1,2299833
1948,344,46740,610,2,1888341
866,350,45352,927,2,1120833
2853,341,49646,682,2,2613773
1436,323,47130,778,2,1603220
1113,350,47849,725,1,1137452
1364,329,42321,697,1,1321223
2401,336,47787,537,2,2191286
1625,356,44287,524,0,1489891
1905,358,47112,791,2,1840140
1825,352,45131,801,2,1865181
1461,338,46745,879,1,1500902
1604,310,48705,800,2,1517748
1335,313,43702,969,1,1316384
2191,322,44212,761,1,2006628
2035,352,42830,465,2,2037609
2720,315,42188,827,0,2342489
2964,349,47606,920,1,2652237
1427,320,46052,831,1,1390913
1548,354,42091,504,1,1422835
904,354,45877,488,2,1011330
845,303,43911,405,2,942935
2154,332,44336,557,1,1919890
2039,353,49676,778,0,1773617
1781,346,49242,729,2,1773765
1759,313,43580,502,0,1575148
2315,318,49595,622,0,1941202
2636,358,43408,801,2,2458892
2281,304,49220,944,1,2107737
2359,335,42174,908,0,2089764
2307,330,47792,583,1,2045337
2863,344,49746,486,0,2513544
2800,317,42473,980,1,2585258
2773,343,48030,779,2,2644873
1711,330,45432,937,0,1589172
2094,354,42269,812,0,1929744
2602,329,44044,917,0,2228697
2553,320,48550,694,1,2274181
914,346,45195,659,0,843990
2403,329,42693,783,0,2091150
2122,354,46471,703,1,2039732
2660,340,43415,715,1,2502310
1898,303,48325,476,2,1881314
1777,304,44083,778,1,1691910
2305,340,43235,860,0,2093325
1926,344,45967,455,0,1727753
1096,309,43971,480,2,1251472
1862,326,42133,575,2,1818431
1058,315,44912,782,0,1017689
2854,329,47019,548,1,2481038
